Class,subClass,concept_id,concept_name,concept_label,concept_index,attribute_concept_id,attribute_concept_name,modifier_concept_id,modifier_concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,concept_symbol,concept_units,original_request,concept_group
CANCER TYPE,ICD10,35206078,C06.2 Malignant neoplasm of retromolar area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567467,C06.8 Malignant neoplasm of overlapping sites of other and unspecified parts of mouth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45537790,C06.80 Malignant neoplasm of overlapping sites of unspecified parts of mouth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45561783,C06.89 Malignant neoplasm of overlapping sites of other parts of mouth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206079,"C06.9 Malignant neoplasm of mouth, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206080,C07 Malignant neoplasm of parotid gland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567468,C08 Malignant neoplasm of other and unspecified major salivary glands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206081,C08.0 Malignant neoplasm of submandibular gland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206082,C08.1 Malignant neoplasm of sublingual gland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206083,"C08.9 Malignant neoplasm of major salivary gland, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567469,C09 Malignant neoplasm of tonsil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206084,C09.0 Malignant neoplasm of tonsillar fossa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206085,C09.1 Malignant neoplasm of tonsillar pillar (anterior) (posterior),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206086,C09.8 Malignant neoplasm of overlapping sites of tonsil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206087,"C09.9 Malignant neoplasm of tonsil, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567470,C10 Malignant neoplasm of oropharynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206088,C10.0 Malignant neoplasm of vallecula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206089,C10.1 Malignant neoplasm of anterior surface of epiglottis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206090,C10.2 Malignant neoplasm of lateral wall of oropharynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206091,C10.3 Malignant neoplasm of posterior wall of oropharynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206092,C10.4 Malignant neoplasm of branchial cleft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206093,C10.8 Malignant neoplasm of overlapping sites of oropharynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206094,"C10.9 Malignant neoplasm of oropharynx, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567471,C11 Malignant neoplasm of nasopharynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206095,C11.0 Malignant neoplasm of superior wall of nasopharynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206096,C11.1 Malignant neoplasm of posterior wall of nasopharynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206097,C11.2 Malignant neoplasm of lateral wall of nasopharynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206098,C11.3 Malignant neoplasm of anterior wall of nasopharynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206099,C11.8 Malignant neoplasm of overlapping sites of nasopharynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206100,"C11.9 Malignant neoplasm of nasopharynx, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206101,C12 Malignant neoplasm of pyriform sinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567472,C13 Malignant neoplasm of hypopharynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206102,C13.0 Malignant neoplasm of postcricoid region,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206103,"C13.1 Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206104,C13.2 Malignant neoplasm of posterior wall of hypopharynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206105,C13.8 Malignant neoplasm of overlapping sites of hypopharynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206106,"C13.9 Malignant neoplasm of hypopharynx, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567473,"C14 Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206107,"C14.0 Malignant neoplasm of pharynx, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206108,C14.2 Malignant neoplasm of Waldeyer's ring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206109,"C14.8 Malignant neoplasm of overlapping sites of lip, oral cavity and pharynx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567474,C15 Malignant neoplasm of esophagus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206110,C15.3 Malignant neoplasm of upper third of esophagus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206111,C15.4 Malignant neoplasm of middle third of esophagus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206112,C15.5 Malignant neoplasm of lower third of esophagus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206113,C15.8 Malignant neoplasm of overlapping sites of esophagus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206114,"C15.9 Malignant neoplasm of esophagus, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567475,C16 Malignant neoplasm of stomach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206115,C16.0 Malignant neoplasm of cardia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206116,C16.1 Malignant neoplasm of fundus of stomach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206117,C16.2 Malignant neoplasm of body of stomach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206118,C16.3 Malignant neoplasm of pyloric antrum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206119,C16.4 Malignant neoplasm of pylorus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206120,"C16.5 Malignant neoplasm of lesser curvature of stomach, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206121,"C16.6 Malignant neoplasm of greater curvature of stomach, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206122,C16.8 Malignant neoplasm of overlapping sites of stomach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206123,"C16.9 Malignant neoplasm of stomach, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567476,C17 Malignant neoplasm of small intestine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206124,C17.0 Malignant neoplasm of duodenum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206125,C17.1 Malignant neoplasm of jejunum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206126,C17.2 Malignant neoplasm of ileum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206127,"C17.3 Meckel's diverticulum, malignant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206128,C17.8 Malignant neoplasm of overlapping sites of small intestine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206129,"C17.9 Malignant neoplasm of small intestine, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567477,C18 Malignant neoplasm of colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206130,C18.0 Malignant neoplasm of cecum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206131,C18.1 Malignant neoplasm of appendix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206132,C18.2 Malignant neoplasm of ascending colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206133,C18.3 Malignant neoplasm of hepatic flexure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206134,C18.4 Malignant neoplasm of transverse colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206135,C18.5 Malignant neoplasm of splenic flexure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206136,C18.6 Malignant neoplasm of descending colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206137,C18.7 Malignant neoplasm of sigmoid colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206138,C18.8 Malignant neoplasm of overlapping sites of colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206139,"C18.9 Malignant neoplasm of colon, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206140,C19 Malignant neoplasm of rectosigmoid junction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206141,C20 Malignant neoplasm of rectum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567478,C21 Malignant neoplasm of anus and anal canal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206142,"C21.0 Malignant neoplasm of anus, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206143,C21.1 Malignant neoplasm of anal canal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206144,C21.2 Malignant neoplasm of cloacogenic zone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206145,"C21.8 Malignant neoplasm of overlapping sites of rectum, anus and anal canal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567479,C22 Malignant neoplasm of liver and intrahepatic bile ducts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206146,C22.0 Liver cell carcinoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206147,C22.1 Intrahepatic bile duct carcinoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206148,C22.2 Hepatoblastoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206149,C22.3 Angiosarcoma of liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206150,C22.4 Other sarcomas of liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206151,C22.7 Other specified carcinomas of liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45585987,"C22.8 Malignant neoplasm of liver, primary, unspecified as to type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206152,"C22.9 Malignant neoplasm of liver, not specified as primary or secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206153,C23 Malignant neoplasm of gallbladder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567480,C24 Malignant neoplasm of other and unspecified parts of biliary tract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206154,C24.0 Malignant neoplasm of extrahepatic bile duct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206155,C24.1 Malignant neoplasm of ampulla of Vater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206156,C24.8 Malignant neoplasm of overlapping sites of biliary tract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206157,"C24.9 Malignant neoplasm of biliary tract, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567481,C25 Malignant neoplasm of pancreas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206158,C25.0 Malignant neoplasm of head of pancreas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206159,C25.1 Malignant neoplasm of body of pancreas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206160,C25.2 Malignant neoplasm of tail of pancreas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206161,C25.3 Malignant neoplasm of pancreatic duct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206162,C25.4 Malignant neoplasm of endocrine pancreas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206163,C25.7 Malignant neoplasm of other parts of pancreas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206164,C25.8 Malignant neoplasm of overlapping sites of pancreas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206165,"C25.9 Malignant neoplasm of pancreas, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567482,C26 Malignant neoplasm of other and ill-defined digestive organs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206166,"C26.0 Malignant neoplasm of intestinal tract, part unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206167,C26.1 Malignant neoplasm of spleen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206168,C26.9 Malignant neoplasm of ill-defined sites within the digestive system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567483,C30 Malignant neoplasm of nasal cavity and middle ear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206169,C30.0 Malignant neoplasm of nasal cavity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206170,C30.1 Malignant neoplasm of middle ear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567484,C31 Malignant neoplasm of accessory sinuses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206171,C31.0 Malignant neoplasm of maxillary sinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206172,C31.1 Malignant neoplasm of ethmoidal sinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206173,C31.2 Malignant neoplasm of frontal sinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206174,C31.3 Malignant neoplasm of sphenoid sinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206175,C31.8 Malignant neoplasm of overlapping sites of accessory sinuses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206176,"C31.9 Malignant neoplasm of accessory sinus, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567485,C32 Malignant neoplasm of larynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206177,C32.0 Malignant neoplasm of glottis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206178,C32.1 Malignant neoplasm of supraglottis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206179,C32.2 Malignant neoplasm of subglottis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206180,C32.3 Malignant neoplasm of laryngeal cartilage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206181,C32.8 Malignant neoplasm of overlapping sites of larynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206182,"C32.9 Malignant neoplasm of larynx, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206183,C33 Malignant neoplasm of trachea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567486,C34 Malignant neoplasm of bronchus and lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567487,C34.0 Malignant neoplasm of main bronchus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45581204,C34.00 Malignant neoplasm of unspecified main bronchus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45590884,C34.01 Malignant neoplasm of right main bronchus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45532899,C34.02 Malignant neoplasm of left main bronchus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567488,"C34.1 Malignant neoplasm of upper lobe, bronchus or lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45571493,"C34.10 Malignant neoplasm of upper lobe, unspecified bronchus or lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45561794,"C34.11 Malignant neoplasm of upper lobe, right bronchus or lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45571494,"C34.12 Malignant neoplasm of upper lobe, left bronchus or lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206184,"C34.2 Malignant neoplasm of middle lobe, bronchus or lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567489,"C34.3 Malignant neoplasm of lower lobe, bronchus or lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45566582,"C34.30 Malignant neoplasm of lower lobe, unspecified bronchus or lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45581205,"C34.31 Malignant neoplasm of lower lobe, right bronchus or lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45556973,"C34.32 Malignant neoplasm of lower lobe, left bronchus or lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567490,C34.8 Malignant neoplasm of overlapping sites of bronchus and lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
